scorer,,,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel
bodyparts,,,Right ear,Right ear,Left ear,Left ear,Right eye upper,Right eye upper,Right eye down,Right eye down,Left eye upper,Left eye upper,Left eye down,Left eye down,Nose,Nose,Whisker,Whisker
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,20221112_170312,img0111.png,712.5465320456542,217.4764705882352,522.0636523266023,213.26224758560136,649.3331870061459,257.9330114135206,650.1760316066727,274.7899034240562,575.1628621597895,256.247322212467,574.3200175592626,273.1042142230026,613.0908691834943,319.46066725197534,,
labeled-data,20221112_170312,img0616.png,707.4894644424935,221.69069359086916,514.4780509218613,214.1050921861281,651.0188762071994,259.6187006145741,651.8617208077262,274.7899034240562,575.1628621597895,258.77585601404735,576.0057067603161,273.94705882352935,614.776558384548,322.83204565408255,,
labeled-data,20221112_170312,img0774.png,700.7467076382793,220.8478489903424,523.749341527656,211.57655838454775,649.3331870061459,258.77585601404735,649.3331870061459,273.1042142230026,574.3200175592626,259.6187006145741,574.3200175592626,273.1042142230026,616.4622475856015,324.51773485513604,,
labeled-data,20221112_170312,img1335.png,706.6466198419669,212.4194029850746,526.2778753292362,213.26224758560136,647.6474978050924,257.9330114135206,650.1760316066727,273.1042142230026,575.1628621597895,257.9330114135206,574.3200175592626,271.418525021949,611.4051799824408,318.6178226514486,,
labeled-data,20221112_170312,img1371.png,699.9038630377524,217.4764705882352,524.5921861281827,213.26224758560136,648.490342405619,258.77585601404735,651.0188762071994,273.1042142230026,575.1628621597895,260.46154521510095,571.7914837576823,273.94705882352935,613.9337137840212,321.14635645302894,,
labeled-data,20221112_170312,img1644.png,703.2752414398597,217.4764705882352,524.5921861281827,215.7907813871817,649.3331870061459,257.9330114135206,651.8617208077262,273.1042142230026,575.1628621597895,257.09016681299374,575.1628621597893,273.1042142230026,618.147936786655,318.6178226514486,,
labeled-data,20221112_170312,img1656.png,703.2752414398597,220.00500438981555,523.749341527656,216.63362598770846,647.6474978050924,259.6187006145741,651.0188762071994,272.26136962247585,575.1628621597895,259.6187006145742,574.3200175592626,272.26136962247585,615.6194029850747,325.3605794556628,,
labeled-data,20221112_170312,img1923.png,709.175153643547,209.89086918349426,522.0636523266023,218.31931518876206,649.3331870061459,257.9330114135206,651.0188762071994,273.1042142230026,576.0057067603161,261.3043898156277,572.6343283582091,273.94705882352935,611.4051799824408,322.83204565408255,,
labeled-data,20221112_170312,img2342.png,710.0179982440739,214.94793678665496,523.749341527656,214.94793678665496,651.0188762071994,258.77585601404735,652.7045654082531,273.1042142230026,576.0057067603161,258.77585601404735,573.4771729587358,272.26136962247585,613.0908691834943,321.9892010535557,,
labeled-data,20221112_170312,img3606.png,710.0179982440739,208.20517998244065,527.9635645302899,212.4194029850746,650.1760316066727,257.9330114135206,652.7045654082531,272.26136962247585,575.1628621597895,259.6187006145741,574.3200175592626,272.26136962247585,616.4622475856015,317.77497805092185,,
labeled-data,20221112_170312,img4353.png,720.9749780509219,204.83380158033356,515.3208955223881,213.26224758560147,651.0188762071994,258.77585601404735,651.8617208077262,273.1042142230026,576.848551360843,257.9330114135206,575.1628621597895,271.418525021949,613.9337137840212,316.08928884986824,,
labeled-data,20221112_170312,img4463.png,719.2892888498684,204.83380158033356,515.3208955223881,213.26224758560136,651.0188762071994,257.09016681299386,652.7045654082531,273.1042142230026,574.3200175592626,257.9330114135206,574.3200175592626,273.1042142230026,614.776558384548,321.14635645302894,,
labeled-data,20221112_170312,img5065.png,710.8608428446007,214.1050921861281,521.2208077260757,211.57655838454775,651.0188762071994,257.9330114135206,651.0188762071994,272.26136962247585,576.0057067603161,257.09016681299386,574.3200175592626,273.1042142230026,614.776558384548,317.77497805092185,,
labeled-data,20221112_170312,img5676.png,709.175153643547,214.94793678665496,519.535118525022,210.733713784021,651.8617208077262,257.09016681299374,653.5474100087797,273.1042142230026,577.6913959613698,258.77585601404735,574.3200175592626,273.1042142230026,611.4051799824408,324.51773485513604,,
labeled-data,20221112_170312,img5713.png,709.175153643547,214.1050921861281,518.6922739244953,211.57655838454775,649.3331870061459,257.09016681299386,651.8617208077262,273.94705882352935,575.1628621597895,256.247322212467,574.3200175592629,271.4185250219491,612.2480245829677,319.46066725197534,,
labeled-data,20221112_170312,img5924.png,709.175153643547,212.4194029850746,520.3779631255488,211.57655838454775,651.8617208077262,257.9330114135206,653.5474100087797,275.63274802458295,573.4771729587358,257.9330114135206,574.3200175592626,273.94705882352935,612.2480245829677,322.83204565408255,,
labeled-data,20221112_170312,img6292.png,713.3893766461811,210.733713784021,520.3779631255488,216.63362598770846,651.0188762071994,257.9330114135206,652.7045654082531,273.94705882352935,576.848551360843,256.247322212467,574.3200175592626,270.57568042142225,611.4051799824408,323.6748902546093,,
labeled-data,20221112_170312,img6474.png,713.3893766461811,207.3623353819139,522.9064969271292,214.1050921861281,651.0188762071994,258.77585601404735,652.7045654082531,272.26136962247585,575.1628621597895,258.77585601404735,574.3200175592626,272.26136962247585,609.7194907813873,323.6748902546093,,
labeled-data,20221112_170312,img6832.png,720.1321334503953,214.94793678665496,524.5921861281827,212.4194029850746,650.1760316066727,257.9330114135206,652.7045654082531,273.94705882352935,577.6913959613698,260.46154521510095,572.6343283582091,273.1042142230026,613.9337137840212,321.9892010535557,,
labeled-data,20221112_170312,img7043.png,720.9749780509219,214.1050921861281,523.749341527656,213.26224758560136,649.3331870061459,257.09016681299386,651.8617208077262,272.26136962247585,577.6913959613698,257.09016681299386,576.0057067603161,268.0471466198419,609.7194907813873,319.46066725197534,,
labeled-data,20221112_170312,img7475.png,722.6606672519756,220.00500438981555,523.749341527656,210.733713784021,652.7045654082531,257.9330114135206,651.8617208077262,273.1042142230026,575.1628621597895,257.09016681299386,572.6343283582091,272.26136962247585,613.0908691834943,319.46066725197534,,
labeled-data,20221112_170312,img8491.png,712.5465320456542,209.89086918349426,512.7923617208078,220.00500438981555,651.0188762071994,257.9330114135206,652.7045654082528,272.26136962247585,578.5342405618965,257.9330114135206,576.8485513608432,273.1042142230027,610.562335381914,319.46066725197534,,
labeled-data,20221112_170312,img8810.png,715.9179104477614,213.26224758560136,519.535118525022,212.4194029850746,651.0188762071994,258.77585601404735,653.5474100087797,273.1042142230026,576.848551360843,257.9330114135206,573.477172958736,272.26136962247574,614.776558384548,318.6178226514486,,
labeled-data,20221112_170312,img8847.png,715.9179104477614,210.733713784021,520.3779631255488,211.57655838454775,651.0188762071994,258.77585601404735,651.8617208077262,273.1042142230026,578.5342405618965,255.40447761194025,575.1628621597895,271.418525021949,610.562335381914,317.77497805092185,,
labeled-data,20221112_170312,img8855.png,715.0750658472346,205.6766461808603,516.163740122915,215.7907813871817,650.1760316066727,256.247322212467,651.8617208077262,273.1042142230026,576.0057067603161,257.9330114135206,573.477172958736,273.94705882352935,608.8766461808605,322.83204565408255,,
