scorer,,,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel
bodyparts,,,Right ear,Right ear,Left ear,Left ear,Right eye upper,Right eye upper,Right eye down,Right eye down,Left eye upper,Left eye upper,Left eye down,Left eye down,Nose,Nose,Whisker,Whisker
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,part1,img0107.png,1141.133011413521,272.10122914837564,565.8915715539949,241.75882352941153,1032.4060579455668,498.40500438981553,1029.8775241439864,542.6543459174713,779.5526777875332,517.369007901668,778.2884108867431,557.8255487269533,918.6220368744516,775.2794556628621,,
labeled-data,part1,img0119.png,1141.133011413521,260.72282704126405,569.6843722563656,230.38042142230006,1027.348990342406,492.08366988586465,1031.1417910447765,548.9756804214222,777.0241439859528,511.0476733977172,774.4956101843725,560.3540825285337,923.6791044776123,790.4506584723441,,
labeled-data,part1,img0236.png,1182.8538191395965,306.23643546971016,546.9275680421424,153.2601404740999,975.5140474100092,502.19780509218606,974.2497805092189,560.3540825285337,723.9249341527659,488.29086918349424,726.4534679543463,542.6543459174713,823.802019315189,767.6938542581211,,
labeled-data,part1,img0345.png,1210.66769095698,280.95109745390675,563.3630377524146,143.1460052677785,980.5711150131699,499.6692712906057,981.83538191396,559.0898156277435,736.5676031606677,499.6692712906057,730.2462686567167,550.2399473222124,847.8230904302022,789.1863915715539,,
labeled-data,part1,img0362.png,1209.40342405619,287.27243195785763,563.3630377524146,140.61747146619837,975.5140474100092,497.14073748902535,972.9855136084288,559.0898156277435,721.3964003511855,492.08366988586465,720.1321334503955,547.711413520632,845.2945566286219,790.4506584723441,,
labeled-data,part1,img0405.png,1229.6316944688326,307.50070237050033,555.7774363476735,131.76760316066702,976.7783143107993,499.6692712906057,970.4569798068485,562.882616330114,721.3964003511855,489.5551360842844,722.6606672519758,547.711413520632,833.9161545215104,796.771992976295,,
labeled-data,part1,img0453.png,1216.989025460931,243.02309043020182,534.2848990342409,154.5244073748902,972.9855136084288,499.6692712906057,971.7212467076386,562.882616330114,725.1892010535562,492.08366988586465,722.6606672519758,543.9186128182615,828.8590869183497,782.8650570676032,,
labeled-data,part1,img0516.png,1132.2831431079899,298.6508340649691,541.8705004389817,158.3172080772606,979.3068481123796,497.14073748902535,976.7783143107993,561.6183494293239,723.9249341527659,488.29086918349424,722.6606672519758,550.2399473222124,827.5948200175596,780.3365232660228,,
labeled-data,part1,img0646.png,1158.8327480245835,260.72282704126405,639.2190517998247,141.88173836698843,1062.7484635645308,476.91246707638265,1070.3340649692716,532.54021071115,817.4806848112382,518.6332748024582,818.7449517120285,561.6183494293239,974.2497805092189,749.9941176470587,,
labeled-data,part1,img0713.png,1152.5114135206325,256.93002633889364,641.747585601405,136.82467076382773,1057.69139596137,473.11966637401224,1064.0127304653208,533.8044776119402,809.8950834064972,514.8404741000877,808.6308165057071,559.0898156277435,969.1927129060582,761.3725197541703,,
labeled-data,part1,img0773.png,1156.304214223003,265.77989464442476,640.4833187006147,141.88173836698843,1061.4841966637405,474.3839332748023,1062.7484635645308,528.7474100087795,811.1593503072875,518.6332748024582,814.9521510096579,562.882616330114,974.2497805092189,749.9941176470587,,
labeled-data,part1,img0904.png,1175.2682177348556,269.5726953467953,594.9697102721689,211.41641791044754,1061.4841966637405,469.3268656716417,1069.0697980684815,536.3330114135206,813.6878841088678,516.1047410008779,812.4236172080775,561.6183494293239,959.078577699737,762.6367866549605,,
labeled-data,part1,img0934.png,1194.2322212467081,250.60869183494287,563.3630377524146,170.95987708516236,1058.9556628621601,484.4980684811238,1058.9556628621601,538.8615452151009,809.8950834064972,521.1618086040386,808.6308165057071,574.2610184372255,959.078577699737,784.1293239683932,,
labeled-data,part1,img0996.png,1182.8538191395965,267.04416154521505,569.6843722563656,163.3742756804213,1038.7273924495175,489.5551360842844,1038.7273924495175,545.1828797190517,782.0812115891135,519.8975417032484,780.8169446883235,542.6543459174713,926.2076382791927,768.9581211589112,,
labeled-data,part1,img1168.png,1166.4183494293243,303.7079016681298,568.4201053555753,143.1460052677785,994.4780509218617,500.9335381913959,991.9495171202814,564.1468832309042,740.3604038630381,512.3119402985074,734.0390693590873,551.5042142230026,873.1084284460055,780.3365232660228,,
labeled-data,part1,img1301.png,1162.6255487269539,274.629762949956,557.0417032484638,138.08893766461802,991.9495171202814,505.9906057945566,989.420983318701,564.1468832309042,741.6246707638281,509.783406496927,739.096136962248,551.5042142230026,860.465759438104,779.0722563652326,,
labeled-data,part1,img1373.png,1153.7756804214227,302.44363476733963,562.0987708516245,149.46733977172948,986.8924495171207,503.46207199297623,985.6281826163304,562.882616330114,735.3033362598774,505.9906057945566,732.774802458297,552.7684811237928,859.2014925373137,775.2794556628621,,
labeled-data,part1,img1520.png,1285.2594381036001,382.09244951712014,525.4350307287095,299.9151009657593,1013.4420544337142,543.9186128182615,1013.4420544337142,602.0748902546093,759.3244073748906,562.882616330114,758.0601404741003,602.0748902546093,894.6009657594384,827.114398595259,,
labeled-data,part1,img1543.png,1234.6887620719933,397.26365232660214,534.2848990342409,274.629762949956,980.5711150131699,613.4532923617207,981.83538191396,669.081035996488,731.510535557507,603.3391571553993,735.3033362598774,645.0599648814749,844.7078463258458,909.25025917268,,
labeled-data,part1,img1553.png,1230.895961369623,376.6371378402107,535.5491659350309,279.28858647936784,990.6852502194911,607.9979806848113,984.3639157155403,673.7398595259,735.3033362598774,605.469446883231,734.0390693590873,649.7187884108868,830.12335381914,881.0796312554874,,
labeled-data,part1,img1567.png,1196.7607550482883,404.45100965759434,549.4561018437228,283.08138718173836,989.420983318701,609.2622475856015,986.8924495171207,667.4185250219491,744.1532045654085,602.9409130816506,741.6246707638281,638.3403863037753,838.9732221246711,874.7582967515366,,
labeled-data,part1,img1607.png,1203.0820895522393,398.1296751536436,581.062774363477,237.56777875329226,990.6852502194911,606.7337137840211,986.8924495171207,663.6257243195786,740.3604038630381,597.8838454784899,735.3033362598774,645.9259877085162,,,,
labeled-data,part1,img1666.png,1196.7607550482883,388.01553994732217,583.5913081650574,236.3035118525022,995.7423178226518,606.7337137840211,990.6852502194911,664.8899912203688,737.8318700614577,599.1481123792801,735.3033362598774,644.6617208077262,,,,
labeled-data,part1,img1695.png,1208.1391571554,393.07260755048287,594.9697102721689,236.3035118525022,995.7423178226518,605.469446883231,990.6852502194911,662.3614574187884,746.6817383669888,595.3553116769097,746.6817383669888,647.1902546093064,851.6158911325729,881.0796312554874,,
labeled-data,part1,img1786.png,1098.1479367866555,375.3728709394205,611.405179982441,198.37550482879715,979.3068481123796,601.6766461808604,976.7783143107993,659.8329236172082,726.4534679543463,589.0339771729588,721.3964003511855,642.1331870061458,,,,
