scorer,,,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel
bodyparts,,,Right ear,Right ear,Left ear,Left ear,Right eye upper,Right eye upper,Right eye down,Right eye down,Left eye upper,Left eye upper,Left eye down,Left eye down,Nose,Nose,Whisker,Whisker
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,stress1,img0030.png,1146.1900790166817,50.45627743634759,536.8134328358212,25.1709394205443,980.5711150131701,333.65206321334495,997.0065847234421,363.99446883230905,755.5316066725202,331.1235294117647,740.3604038630381,372.84433713784017,875.6369622475859,600.4123792800702,,
labeled-data,stress1,img0318.png,1149.982879719052,41.60640913081647,539.3419666374014,22.64240561896395,976.7783143107993,333.65206321334506,993.2137840210717,366.5230026338894,749.2102721685694,329.85926251097453,741.6246707638281,371.58007023705,873.1084284460055,606.7337137840211,,
labeled-data,stress1,img0395.png,1165.1540825285342,36.54934152765577,535.5491659350309,23.90667251975401,974.2497805092189,331.1235294117647,997.0065847234418,362.7302019315189,751.7388059701495,331.1235294117647,737.8318700614577,366.5230026338894,874.3726953467958,601.6766461808604,,
labeled-data,stress1,img0422.png,1185.3823529411768,40.342142230026184,521.6422300263391,16.321071115013183,978.0425812115893,332.387796312555,995.7423178226518,358.93740122914835,749.2102721685692,321.0093942054433,736.5676031606677,369.05153643546976,865.5228270412647,597.8838454784899,,
labeled-data,stress1,img0493.png,1200.553555750659,52.98481123792794,530.4920983318702,39.07787532923612,978.0425812115898,328.59499561018436,993.2137840210717,365.25873573309923,754.2673397717299,324.8021949078138,736.5676031606677,371.58007023705,864.2585601404744,606.7337137840211,,
labeled-data,stress1,img0608.png,1175.2682177348556,32.756540825285356,558.3059701492539,39.07787532923612,980.5711150131699,323.53792800702365,995.742317822652,366.5230026338894,751.7388059701498,324.8021949078138,740.3604038630381,371.58007023705,871.8441615452155,605.469446883231,,
labeled-data,stress1,img0665.png,1167.6826163301146,32.756540825285356,541.8705004389817,60.570412642669,978.0425812115895,322.27366110623336,994.4780509218617,366.5230026338894,750.4745390693595,323.53792800702377,731.510535557507,367.7872695346796,869.3156277436351,609.2622475856015,,
labeled-data,stress1,img0763.png,1177.796751536436,45.39920983318689,527.9635645302899,60.570412642669,981.83538191396,327.3307287093942,997.0065847234421,367.7872695346796,758.0601404741003,328.59499561018436,747.9460052677791,372.84433713784017,884.4868305531172,611.7907813871818,,
labeled-data,stress1,img1025.png,1182.8538191395965,32.756540825285356,519.1136962247588,25.1709394205443,985.6281826163302,324.8021949078138,1002.0636523266026,365.25873573309923,763.1172080772612,328.59499561018436,751.7388059701495,369.05153643546964,885.7510974539073,610.5265144863916,,
labeled-data,stress1,img1135.png,1177.796751536436,27.699473222124652,527.9635645302899,27.699473222124652,989.420983318701,324.8021949078138,995.7423178226518,365.25873573309923,761.8529411764705,326.066461808604,753.0030728709396,374.10860403863035,883.2225636523269,610.5265144863916,,
labeled-data,stress1,img1221.png,1185.3823529411768,34.02080772607542,521.6422300263391,21.378138718173886,988.1567164179107,323.53792800702365,1003.3279192273928,360.2016681299385,759.3244073748904,324.8021949078138,747.9460052677791,371.58007023705,893.3366988586483,611.7907813871818,,
labeled-data,stress1,img1270.png,1185.3823529411768,41.60640913081647,574.741439859526,3.678402107111424,988.1567164179107,324.8021949078138,1000.7993854258125,369.05153643546976,765.6457418788416,328.59499561018436,747.9460052677791,375.3728709394205,889.5438981562777,615.5835820895522,,
labeled-data,stress1,img1348.png,1182.8538191395965,26.435206321334363,540.6062335381916,25.1709394205443,985.6281826163304,327.3307287093942,999.5351185250224,361.4659350307287,760.5886742756811,326.0664618086039,749.2102721685692,370.31580333625993,884.4868305531172,607.9979806848113,,
labeled-data,stress1,img1829.png,1180.325285338016,54.24907813871823,543.134767339772,9.99973661106219,985.6281826163306,327.33072870939407,995.742317822652,366.5230026338894,751.7388059701495,322.2736611062335,750.4745390693595,370.3158033362598,888.2796312554876,607.9979806848113,,
labeled-data,stress1,img2037.png,1189.1751536435474,39.07787532923612,539.3419666374014,11.26400351185248,988.156716417911,328.59499561018436,998.2708516242321,365.25873573309923,755.5316066725202,324.8021949078138,749.2102721685692,374.10860403863035,889.5438981562777,609.2622475856015,,
labeled-data,stress1,img2111.png,1196.7607550482883,36.54934152765577,551.9846356453031,8.735469710272127,984.3639157155403,328.59499561018436,1003.3279192273926,360.2016681299385,764.3814749780513,326.066461808604,747.9460052677789,371.58007023705,888.2796312554876,611.7907813871818,,
labeled-data,stress1,img2161.png,1176.5324846356457,40.342142230026184,541.8705004389817,13.792537313432831,985.6281826163304,326.066461808604,995.7423178226518,362.7302019315189,763.117208077261,331.1235294117646,744.1532045654085,370.3158033362598,880.6940298507466,609.2622475856015,,
labeled-data,stress1,img2423.png,1176.5324846356457,50.45627743634759,538.0776997366113,11.26400351185248,986.8924495171207,324.8021949078138,997.0065847234418,360.2016681299385,755.5316066725202,327.3307287093942,751.7388059701495,369.05153643546976,885.7510974539073,613.0550482879719,,
labeled-data,stress1,img2557.png,1182.8538191395967,47.92774363476724,540.6062335381914,12.528270412642541,983.09964881475,329.85926251097453,1000.7993854258125,361.4659350307287,750.4745390693595,326.066461808604,753.0030728709398,379.16567164179105,887.0153643546973,615.5835820895522,,
labeled-data,stress1,img3014.png,1203.0820895522393,64.36321334503941,524.1707638279195,25.1709394205443,985.6281826163304,328.59499561018436,998.2708516242321,366.5230026338894,761.852941176471,328.59499561018436,744.1532045654085,370.3158033362598,876.9012291483762,610.5265144863916,,
labeled-data,stress1,img3097.png,1201.8178226514492,60.570412642668884,530.4920983318702,8.735469710272014,985.6281826163304,329.85926251097453,1004.5921861281831,362.73020193151876,761.852941176471,323.53792800702365,753.0030728709398,371.58007023705,888.2796312554876,610.5265144863916,,
labeled-data,stress1,img3124.png,1201.817822651449,64.36321334503941,525.4350307287095,16.321071115013183,983.0996488147503,331.1235294117647,1002.0636523266026,361.4659350307287,769.438542581212,331.1235294117647,749.2102721685692,367.7872695346796,892.072431957858,609.2622475856015,,
labeled-data,stress1,img3558.png,1190.4394205443375,51.72054433713788,512.792361720808,30.228007023705004,985.6281826163304,329.85926251097453,1000.7993854258125,363.99446883230905,766.9100087796317,333.65206321334506,749.2102721685692,370.3158033362598,892.072431957858,599.1481123792801,,
labeled-data,stress1,img3798.png,1190.4394205443375,49.19201053555753,508.9995610184374,30.228007023705004,984.3639157155403,336.1805970149254,1004.5921861281829,361.4659350307287,773.2313432835824,331.1235294117647,746.6817383669888,365.25873573309923,884.4868305531172,599.1481123792801,,
labeled-data,stress1,img3932.png,1191.7036874451278,52.98481123792794,511.52809482001777,34.02080772607542,985.6281826163306,326.066461808604,1004.5921861281829,363.99446883230905,769.438542581212,329.85926251097453,749.2102721685692,369.05153643546976,892.072431957858,604.2051799824408,,
