scorer,,,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000
bodyparts,,,Right ear,Right ear,Right ear,Left ear,Left ear,Left ear,Right eye upper,Right eye upper,Right eye upper,Right eye down,Right eye down,Right eye down,Left eye upper,Left eye upper,Left eye upper,Left eye down,Left eye down,Left eye down,Nose,Nose,Nose
coords,,,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data,M5,img569.png,1141.257080078125,30.095300674438477,0.6858904957771301,1137.48095703125,25.912750244140625,0.14539772272109985,833.1380615234375,392.9618835449219,0.14661286771297455,850.96044921875,455.2408447265625,0.8340559005737305,566.162841796875,409.7323913574219,0.830189049243927,549.056884765625,455.5292053222656,0.8831363916397095,560.5054931640625,462.0576477050781,0.02651221677660942
labeled-data,M5,img559.png,1139.9459228515625,8.603611946105957,0.07463487237691879,635.8916625976562,95.00939178466797,0.0198465995490551,847.5088500976562,388.1904602050781,0.3844204843044281,854.1732788085938,456.9147644042969,0.6739909052848816,563.1238403320312,404.4960632324219,0.8594269752502441,549.7379760742188,450.65435791015625,0.9365842938423157,562.2195434570312,463.8952331542969,0.019487857818603516
labeled-data,M5,img029.png,1097.9239501953125,25.117109298706055,0.2933805286884308,440.4255676269531,14.382707595825195,0.7631350755691528,553.9041137695312,395.4224548339844,0.18516260385513306,848.6157836914062,456.3565368652344,0.4485768675804138,555.9188232421875,394.2210998535156,0.9300689697265625,549.524658203125,448.041259765625,0.8692703247070312,662.2987670898438,739.897705078125,0.6787434220314026
labeled-data,M5,img185.png,1107.849365234375,8.08981704711914,0.02105356939136982,556.3228759765625,392.4668884277344,0.01971600390970707,554.37451171875,394.4148864746094,0.2794349193572998,850.5863037109375,454.9867858886719,0.6335611343383789,555.0764770507812,392.0552978515625,0.9348881244659424,549.6826171875,450.28619384765625,0.8262017369270325,684.7611083984375,742.9244995117188,0.6953451633453369
labeled-data,M5,img280.png,1116.6519775390625,8.232854843139648,0.20071667432785034,833.7473754882812,393.05804443359375,0.03861437365412712,553.9651489257812,393.72686767578125,0.4252321720123291,850.4874267578125,455.67926025390625,0.5999660491943359,837.8131103515625,387.23590087890625,0.9437160491943359,548.693359375,447.5472412109375,0.7301926016807556,670.594970703125,743.0606079101562,0.8914331793785095
labeled-data,M5,img178.png,1092.4522705078125,26.72161102294922,0.7616986036300659,421.6991271972656,150.64901733398438,0.9371031522750854,833.6538696289062,393.3659973144531,0.17352215945720673,853.701171875,455.7292175292969,0.7430990934371948,559.4518432617188,394.09832763671875,0.9386357069015503,549.11474609375,449.8265686035156,0.9246363639831543,683.592041015625,747.4994506835938,0.4187825322151184
labeled-data,M5,img016.png,1120.0140380859375,37.582767486572266,0.7679280042648315,413.61883544921875,42.52431869506836,0.9046093225479126,553.4761352539062,395.4544372558594,0.26212847232818604,851.8574829101562,456.70196533203125,0.7906550168991089,840.6148681640625,388.1473693847656,0.8919816017150879,548.1983642578125,450.5909118652344,0.7383678555488586,660.6576538085938,739.9948120117188,0.8287648558616638
labeled-data,M5,img161.png,1111.1329345703125,41.78219223022461,0.7663393020629883,1108.62353515625,37.35260772705078,0.5931892991065979,553.1085815429688,394.6002502441406,0.21238787472248077,567.8580932617188,445.1971435546875,0.2943733334541321,555.394287109375,392.38311767578125,0.9458329081535339,549.8263549804688,449.8081970214844,0.8382948040962219,539.1720581054688,392.742431640625,0.015072762034833431
