scorer,,,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel
bodyparts,,,Right ear,Right ear,Left ear,Left ear,Right eye upper,Right eye upper,Right eye down,Right eye down,Left eye upper,Left eye upper,Left eye down,Left eye down,Nose,Nose
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,M5,img005.png,1127.5755095341572,25.051196466983583,410.341552734375,25.011463165283203,835.666748046875,389.3550720214844,836.6579436594666,423.05981140978236,560.0848999023438,393.7851867675781,552.822998046875,450.01177978515625,674.9218139648438,744.2693481445312
labeled-data,M5,img016.png,1120.0140380859375,37.582767486572266,413.61883544921875,42.52431869506836,824.7115523624786,410.11581115362014,851.8574829101562,456.70196533203125,569.3794510554901,415.0265548639935,548.1983642578125,450.5909118652344,660.6576538085938,739.9948120117188
labeled-data,M5,img029.png,1097.9239501953125,25.117109298706055,440.4255676269531,14.382707595825195,837.3573424595709,397.8660171502778,848.6157836914062,456.3565368652344,555.9188232421875,394.2210998535156,549.524658203125,448.041259765625,662.2987670898438,739.897705078125
labeled-data,M5,img042.png,1103.009521484375,27.615558624267578,442.2979736328125,35.261932373046875,834.1348876953125,391.3782043457031,851.8690185546875,455.7652587890625,558.8428955078125,393.7433776855469,550.087158203125,448.5445556640625,663.6509399414062,741.6363525390625
labeled-data,M5,img057.png,1083.9162855558961,36.1705627411352,469.02154541015625,22.022144317626953,832.9382934570312,390.9908142089844,846.8133544921875,462.031005859375,559.216064453125,393.1555480957031,549.6820678710938,449.531005859375,663.565185546875,741.0813598632812
labeled-data,M5,img144.png,1092.8375244140625,17.159912109375,471.6605529785156,18.524534225463867,835.8224487304688,389.15203857421875,851.9198608398438,458.65936279296875,558.4603271484375,394.71673583984375,550.4080200195312,449.96453857421875,658.4031372070312,741.3441162109375
labeled-data,M5,img151.png,1090.68212890625,14.030673027038574,475.5093688964844,23.900230407714844,826.4192549991974,397.8802688592623,852.36181640625,456.63494873046875,566.9072434150908,408.373785395582,551.2677612304688,449.98590087890625,673.4590454101562,737.7582397460938
labeled-data,M5,img158.png,1116.70361328125,40.11483383178711,443.14984130859375,117.16265869140625,829.4158156669405,402.98641815005226,855.3788452148438,457.3182373046875,561.6761856770352,411.20605010445354,548.1558227539062,451.57373046875,673.5440063476562,737.0100708007812
labeled-data,M5,img161.png,1111.1329345703125,41.78219223022461,451.30527207331306,110.65947721585417,829.231123284128,404.3744995093143,846.4241973191715,450.08426818727435,557.8378494256683,414.3751785224223,549.8263549804688,449.8081970214844,680.8986724504884,712.8490950750664
labeled-data,M5,img162.png,1108.7177322381685,44.107731627816975,476.7402024860219,79.7059066676286,839.3874526274269,407.389869686936,853.8168959868017,435.87372437244744,564.9284851050177,413.63889159675387,550.2247314453125,451.7187194824219,688.3031616210938,742.7046508789062
labeled-data,M5,img173.png,1104.9212646484373,34.4654991125858,489.70748458690764,84.81053999291657,835.0590438151526,404.70888061283006,853.1905944126959,435.08940125112804,565.86366576908,411.6649536084726,550.8124389648438,451.26519775390625,676.689208984375,742.6950073242188
labeled-data,M5,img175.png,1115.017822265625,29.7957763671875,462.31695556640625,147.7220458984375,837.3431396484375,394.968017578125,847.1636978167446,447.6928726214321,557.4807739257812,393.4051818847656,550.8655395507812,451.1390380859375,705.9129531493688,729.2425216055688
labeled-data,M5,img178.png,1092.4522705078125,26.72161102294922,421.6991271972656,150.64901733398438,833.6538696289062,393.3659973144531,853.701171875,455.7292175292969,559.4518432617188,394.09832763671875,549.11474609375,449.8265686035156,683.592041015625,747.4994506835938
labeled-data,M5,img185.png,1107.849365234375,8.08981704711914,483.01600648775906,65.02953804441256,830.4970534599092,406.6326980560766,850.5863037109375,454.9867858886719,555.0764770507812,392.0552978515625,549.6826171875,450.28619384765625,684.7611083984375,742.9244995117188
labeled-data,M5,img218.png,1099.50244140625,22.873807141760608,452.03032700254926,111.73961999336075,838.551025390625,388.8385009765625,850.6038208007812,456.4303894042969,554.8449096679688,393.5365905761719,547.3779907226562,451.6192626953125,669.3746337890625,737.9503173828125
labeled-data,M5,img230.png,1107.656494140625,18.694337082510174,495.64982620007595,81.84015158044099,831.9628325730778,405.69298095462693,852.4338989257812,457.6327819824219,554.8446044921875,394.40777587890625,550.4664916992188,449.7493591308594,672.64794921875,743.7409057617188
labeled-data,M5,img240.png,1107.4447830194185,56.392218015774915,466.262176669954,133.3581741116618,831.658694389484,397.85884551941854,850.7090454101562,449.0028381347656,562.818844673016,404.0344818079169,548.5091552734375,448.5954284667969,670.8411865234375,741.7831420898438
labeled-data,M5,img255.png,1121.4373779296875,30.43155860900879,487.5797624237475,80.53810080159542,826.8564086240847,406.520973202561,850.36669921875,455.1845397949219,559.3849259114099,410.3017227118753,548.7037353515625,450.1342468261719,658.520751953125,741.92578125
labeled-data,M5,img280.png,1116.6519775390625,8.232854843139648,491.64865120719895,50.95932015251128,825.2005660343536,408.3882415735419,850.4874267578125,455.67926025390625,564.1341309266968,401.897274776667,548.693359375,447.5472412109375,670.594970703125,743.0606079101562
labeled-data,M5,img298.png,1116.319741820087,6.914065552358807,513.9777452034182,40.641483489204575,834.5540999674963,410.6610687219795,852.0078735351562,456.7003479003906,564.5977143019222,422.4616119300615,548.6497192382812,450.3150634765625,673.9055786132812,742.0133666992188
labeled-data,M5,img302.png,1107.4390060430817,12.55938033997495,509.74536452774987,43.978255739732504,836.1920166015625,391.70635986328125,851.40869140625,457.22222900390625,560.0591430664062,396.6699523925781,549.6032104492188,450.58673095703125,685.6465302295082,748.0665145952164
labeled-data,M5,img480.png,1106.0897216796875,7.7298784255981445,493.536775245388,47.93894042788429,833.5547485351562,392.1105041503906,852.9053955078125,446.53363037109375,563.9880981445312,405.5284729003906,554.511962890625,442.5590515136719,701.0824584960938,740.1934204101562
labeled-data,M5,img552.png,1119.9243576055815,12.706873702401708,490.00904251347856,48.31978405824157,834.72412109375,393.076171875,854.9624633789062,457.1527404785156,566.2687377929688,418.818359375,550.2469085705382,450.39656524598104,677.6659911820855,753.2942000627482
labeled-data,M5,img559.png,1139.9459228515625,8.603611946105957,491.72148593634296,55.912394723972966,847.5088500976562,388.1904602050781,854.1732788085938,456.9147644042969,563.1238403320312,404.4960632324219,549.7379760742188,450.65435791015625,674.6234100065296,737.5742125791629
labeled-data,M5,img569.png,1141.257080078125,34.98242530702532,472.8320069994327,113.88099363070478,833.1380615234375,392.9618835449219,850.96044921875,455.2408447265625,566.162841796875,409.7323913574219,549.056884765625,455.5292053222656,685.1271712950281,740.623751762531
