scorer,,,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000,DLC_resnet50_EyeTrackDec11shuffle1_50000
bodyparts,,,Right ear,Right ear,Right ear,Left ear,Left ear,Left ear,Right eye upper,Right eye upper,Right eye upper,Right eye down,Right eye down,Right eye down,Left eye upper,Left eye upper,Left eye upper,Left eye down,Left eye down,Left eye down,Nose,Nose,Nose
coords,,,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data,M7,img433.png,720.3609008789062,42.085731506347656,0.054236143827438354,666.1884155273438,131.3233642578125,0.08648233860731125,746.5673217773438,326.030517578125,0.7682989835739136,758.2818603515625,382.5304260253906,0.9512482285499573,742.1641235351562,326.4605712890625,0.7610558271408081,744.9210815429688,390.16064453125,0.23094424605369568,521.78759765625,626.6639404296875,0.05285487323999405
labeled-data,M7,img251.png,1161.3790283203125,42.59718704223633,0.16511103510856628,1160.734130859375,40.57639694213867,0.6239576935768127,749.961669921875,327.1587829589844,0.6138681769371033,757.0750732421875,386.0277099609375,0.6270071864128113,744.2675170898438,326.9770202636719,0.8438785672187805,462.1020812988281,361.7892761230469,0.25951892137527466,496.3008117675781,617.5851440429688,0.17717206478118896
labeled-data,M7,img125.png,1200.7479248046875,80.22869873046875,0.8778228759765625,1200.48095703125,78.34335327148438,0.07576092332601547,748.6484375,326.23577880859375,0.7228565812110901,760.9230346679688,385.90338134765625,0.8441986441612244,482.8426208496094,310.2331237792969,0.8671221137046814,467.1807556152344,358.8743896484375,0.6134003400802612,500.54461669921875,627.2761840820312,0.04137234762310982
labeled-data,M7,img339.png,1202.511962890625,64.29597473144531,0.7176474928855896,1203.17431640625,63.12794494628906,0.05678856000304222,750.4906616210938,325.83966064453125,0.708482563495636,762.2158813476562,386.5050964355469,0.45206722617149353,746.1296997070312,326.4208068847656,0.7708563208580017,467.6819763183594,351.2359924316406,0.28292933106422424,536.3289794921875,653.480712890625,0.055190883576869965
labeled-data,M7,img067.png,1218.458984375,124.29501342773438,0.889545202255249,664.9046630859375,130.98281860351562,0.09847143292427063,749.5145263671875,325.8128356933594,0.7431638240814209,756.5726318359375,387.3219299316406,0.4903348982334137,483.0645446777344,310.70843505859375,0.8594301342964172,465.5235900878906,360.8686828613281,0.32332420349121094,473.0931091308594,297.4839172363281,0.01667165942490101
labeled-data,M7,img298.png,1200.18603515625,87.37055969238281,0.8109643459320068,1200.5499267578125,84.20084381103516,0.16630947589874268,749.3299560546875,326.3251647949219,0.7110634446144104,758.80419921875,385.03875732421875,0.7291662096977234,483.626220703125,307.7705078125,0.9126690030097961,466.6283264160156,356.4254150390625,0.256397008895874,487.06976318359375,606.9733276367188,0.17062613368034363
labeled-data,M7,img399.png,721.6835327148438,41.125083923339844,0.04735998436808586,666.471435546875,130.68475341796875,0.12803815305233002,746.3756103515625,325.8192443847656,0.677078366279602,757.114013671875,383.0761413574219,0.8823266625404358,741.7811889648438,326.511474609375,0.9451280832290649,742.6982421875,390.3000183105469,0.1470227837562561,512.7448120117188,622.076416015625,0.14635881781578064
labeled-data,M7,img038.png,1207.04296875,88.70010375976562,0.7720183730125427,1207.081787109375,87.25857543945312,0.1885415017604828,749.5673828125,324.7431945800781,0.7471286654472351,757.467041015625,385.47918701171875,0.753670334815979,482.768310546875,308.4967956542969,0.8878448009490967,465.2712707519531,360.74981689453125,0.3297373652458191,591.209228515625,833.7968139648438,0.20701293647289276
