scorer,,,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel
bodyparts,,,Right ear,Right ear,Left ear,Left ear,Right eye upper,Right eye upper,Right eye down,Right eye down,Left eye upper,Left eye upper,Left eye down,Left eye down,Nose,Nose,Whisker,Whisker
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,stress2,img0164.png,976.7783143107993,11.26400351185248,348.4376646180862,4.9426690079017135,779.5526777875332,308.36672519754165,802.3094820017564,341.237664618086,565.8915715539949,307.1024582967515,543.134767339772,342.5019315188762,669.5614574187887,578.9198419666375,,
labeled-data,stress2,img0269.png,981.83538191396,15.056804214222893,353.4947322212469,12.528270412642541,777.0241439859528,308.36672519754165,801.0452151009661,341.237664618086,565.8915715539949,307.1024582967515,541.8705004389817,342.5019315188762,674.6185250219494,581.4483757682177,,
labeled-data,stress2,img0464.png,989.420983318701,23.90667251975401,345.90913081650586,7.471202809481838,780.8169446883235,310.895258999122,803.5737489025464,337.4448639157156,565.8915715539949,305.8381913959613,543.134767339772,341.237664618086,677.1470588235297,575.127041264267,,
labeled-data,stress2,img0514.png,989.420983318701,20.113871817383597,353.4947322212469,23.90667251975401,778.2884108867431,309.63099209833183,802.3094820017564,339.9733977172958,567.1558384547852,307.1024582967515,549.4561018437228,342.5019315188762,675.8827919227394,581.4483757682177,,
labeled-data,stress2,img0546.png,988.1567164179107,22.64240561896395,349.7019315188763,28.963740122914714,780.8169446883235,309.63099209833183,801.0452151009661,342.5019315188762,565.8915715539949,304.57392449517124,544.3990342405621,345.0304653204565,673.3542581211591,581.4483757682177,,
labeled-data,stress2,img0667.png,986.8924495171207,17.585338015803245,349.7019315188764,20.113871817383597,778.2884108867431,307.1024582967515,802.3094820017564,338.70913081650565,562.0987708516245,302.0453906935909,544.3990342405621,345.0304653204565,679.6755926251101,585.2411764705882,,
labeled-data,stress2,img0759.png,989.420983318701,18.849604916593535,349.7019315188764,23.90667251975401,778.2884108867431,309.63099209833183,802.3094820017564,346.2947322212467,564.6273046532049,305.8381913959613,546.9275680421424,343.76619841966635,673.3542581211591,590.298244073749,,
labeled-data,stress2,img1009.png,990.6852502194911,21.378138718173886,347.17339771729604,22.64240561896395,779.5526777875332,305.8381913959613,803.5737489025464,343.76619841966635,568.4201053555753,308.36672519754165,543.134767339772,343.76619841966635,675.8827919227394,581.4483757682177,,
labeled-data,stress2,img1132.png,991.9495171202814,23.90667251975401,349.7019315188764,23.90667251975401,778.2884108867431,310.895258999122,803.5737489025464,336.1805970149254,563.3630377524146,300.7811237928007,548.1918349429327,342.5019315188762,672.089991220369,587.7697102721686,,
labeled-data,stress2,img1202.png,995.7423178226518,23.90667251975401,349.7019315188764,21.378138718173886,779.5526777875332,307.1024582967515,803.5737489025464,338.70913081650565,567.1558384547852,302.0453906935909,549.4561018437228,345.0304653204565,670.8257243195787,581.4483757682177,,
labeled-data,stress2,img1417.png,991.9495171202814,23.90667251975401,348.4376646180862,28.963740122914714,780.8169446883235,307.1024582967515,801.0452151009661,339.9733977172958,563.3630377524146,303.30965759438106,543.134767339772,341.237664618086,679.6755926251101,582.7126426690079,,
labeled-data,stress2,img1495.png,989.420983318701,17.585338015803245,352.23046532045674,30.228007023705004,783.3454784899038,307.1024582967515,804.8380158033367,347.5589991220369,564.6273046532049,304.57392449517124,544.3990342405621,341.237664618086,674.6185250219494,582.7126426690079,,
labeled-data,stress2,img1641.png,1000.7993854258125,22.64240561896395,350.96619841966657,36.54934152765577,779.5526777875332,308.36672519754165,803.5737489025464,346.2947322212467,563.3630377524146,303.30965759438106,550.720368744513,345.0304653204565,675.8827919227394,583.9769095697981,,
labeled-data,stress2,img1784.png,989.420983318701,21.378138718173886,348.4376646180862,35.28507462686571,779.5526777875332,310.895258999122,806.1022827041268,345.0304653204565,559.5702370500442,307.1024582967515,544.3990342405621,343.76619841966635,674.6185250219494,582.7126426690079,,
labeled-data,stress2,img1852.png,998.2708516242321,21.378138718173886,347.17339771729604,30.228007023705004,782.0812115891135,304.57392449517124,804.8380158033367,342.5019315188762,560.8345039508342,300.7811237928007,545.6633011413523,341.237664618086,665.7686567164183,581.4483757682177,,
labeled-data,stress2,img1921.png,997.0065847234421,20.113871817383597,349.7019315188764,28.963740122914714,782.0812115891135,307.1024582967515,809.8950834064972,339.9733977172958,567.1558384547852,305.8381913959613,548.1918349429327,342.5019315188762,673.3542581211591,577.6555750658473,,
labeled-data,stress2,img2012.png,995.7423178226518,17.585338015803245,345.90913081650586,28.963740122914714,780.8169446883235,309.63099209833183,804.8380158033367,342.5019315188762,564.6273046532049,303.30965759438106,543.134767339772,346.2947322212467,675.8827919227394,581.4483757682177,,
labeled-data,stress2,img2050.png,995.7423178226518,18.849604916593535,348.4376646180862,28.963740122914714,783.3454784899038,303.30965759438106,803.5737489025464,337.4448639157156,562.0987708516245,303.30965759438106,545.6633011413523,345.0304653204565,673.3542581211591,585.2411764705882,,
labeled-data,stress2,img2204.png,1002.0636523266026,21.378138718173886,340.8520632133453,39.07787532923612,783.3454784899038,303.30965759438106,801.0452151009661,343.76619841966635,562.0987708516245,300.7811237928007,548.1918349429327,342.5019315188762,672.089991220369,587.7697102721686,,
labeled-data,stress2,img2245.png,997.0065847234421,16.321071115013183,339.5877963125551,37.81360842844606,780.8169446883235,308.36672519754165,802.3094820017564,345.0304653204565,563.3630377524146,307.1024582967515,544.3990342405621,341.237664618086,670.8257243195787,580.1841088674275,,
labeled-data,stress2,img2350.png,994.4780509218617,13.792537313432831,342.11633011413545,16.321071115013183,784.6097453906939,299.51685689201054,801.0452151009661,339.9733977172958,560.8345039508342,307.1024582967515,545.6633011413523,339.9733977172958,677.1470588235297,580.1841088674275,,
labeled-data,stress2,img2419.png,997.0065847234421,21.378138718173886,340.8520632133453,36.54934152765577,785.8740122914842,305.8381913959613,799.780948200176,345.0304653204565,562.0987708516245,304.57392449517124,544.3990342405621,341.237664618086,675.8827919227394,577.6555750658473,,
labeled-data,stress2,img2488.png,997.0065847234421,20.113871817383597,340.8520632133453,18.849604916593535,778.2884108867431,307.1024582967515,804.8380158033367,342.5019315188762,560.8345039508342,303.30965759438106,548.1918349429327,345.0304653204565,673.3542581211591,586.5054433713784,,
labeled-data,stress2,img2593.png,998.2708516242321,18.849604916593535,328.20939420544363,65.6274802458297,784.6097453906939,303.30965759438106,804.8380158033367,339.9733977172958,559.5702370500442,300.7811237928007,546.9275680421424,342.5019315188762,678.4113257243198,580.1841088674275,,
labeled-data,stress2,img2735.png,998.2708516242321,15.056804214222893,338.3235294117649,40.342142230026184,782.0812115891135,303.30965759438106,803.5737489025464,341.237664618086,562.0987708516245,304.57392449517124,544.3990342405621,342.5019315188762,674.6185250219494,589.0339771729588,,
