scorer,,,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel
bodyparts,,,Right ear,Right ear,Left ear,Left ear,Right eye upper,Right eye upper,Right eye down,Right eye down,Left eye upper,Left eye upper,Left eye down,Left eye down,Nose,Nose,Whisker,Whisker
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,part7,img0053.png,1247.331431079895,259.06031606672514,497.62115891132595,161.7117647058824,955.2857769973664,452.4931518876207,951.492976294996,524.5563652326603,691.0539947322216,451.2288849868305,697.3753292361723,504.32809482001755,803.5737489025464,734.424670763828,,
labeled-data,part7,img0135.png,1267.5597014925377,217.33950834064967,497.62115891132595,209.75390693590862,1026.0847234416158,442.3790166812994,1039.9916593503076,505.59236172080773,775.7598770851628,475.24995610184374,787.1382791922742,535.9347673397717,954.0215100965763,750.8601404741001,,
labeled-data,part7,img0168.png,1176.5324846356457,226.1893766461808,476.1286215978931,146.54056189640028,932.5289727831434,475.24995610184374,918.6220368744516,544.784635645303,668.2971905179986,452.4931518876207,669.5614574187887,513.1779631255488,777.0241439859528,769.8241439859527,,
labeled-data,part7,img0176.png,1208.1391571554,203.43257243195785,515.3208955223884,205.9611062335382,1033.6703248463568,447.4360842844601,1042.520193151888,506.8566286215979,782.0812115891135,484.09982440737485,787.1382791922742,538.4633011413521,965.3999122036878,748.3316066725198,,
labeled-data,part7,img0218.png,1219.5175592625114,193.31843722563644,524.1707638279195,232.51071115013156,1066.5412642669012,444.90755048287974,1077.9196663740126,508.1208955223881,816.2164179104482,484.09982440737485,821.2734855136089,551.1059701492537,999.5351185250224,734.424670763828,,
labeled-data,part7,img0268.png,1222.0460930640918,247.68191395961367,490.035557506585,160.4474978050921,957.8143107989467,470.19288849868303,955.2857769973664,532.1419666374012,698.6395961369626,457.5502194907814,694.846795434592,515.706496927129,807.3665496049168,755.9172080772609,,
labeled-data,part7,img0283.png,,,,,,,,,,,,,,,,
labeled-data,part7,img0443.png,1176.5324846356457,267.91018437225637,479.9214223002636,179.41150131694462,936.3217734855139,477.7784899034241,933.7932396839337,519.4992976294996,684.7326602282708,470.19288849868303,687.2611940298509,496.7424934152766,793.459613696225,748.3316066725198,,
labeled-data,part7,img0510.png,1174.0039508340653,231.2464442493415,471.0715539947325,178.14723441615456,943.9073748902549,467.6643546971027,936.3217734855139,530.8776997366111,682.2041264266904,456.2859525899912,680.9398595259001,510.64942932396843,787.1382791922742,750.8601404741001,,
labeled-data,part7,img0676.png,1166.4183494293243,221.1323090430201,476.1286215978931,145.27629499561021,948.9644424934156,468.92862159789286,940.1145741878845,524.5563652326603,687.2611940298509,460.07875329236174,691.0539947322216,509.38516242317826,795.9881474978054,744.5388059701493,,
labeled-data,part7,img0792.png,1151.2471466198424,222.39657594381038,472.33582089552266,144.01202809481993,942.6431079894649,466.4000877963126,936.3217734855139,525.8206321334504,682.2041264266904,455.02168568920104,684.7326602282708,505.59236172080773,799.780948200176,744.5388059701493,,
labeled-data,part7,img0898.png,1144.9258121158916,222.39657594381038,521.6422300263391,107.34828797190517,943.9073748902549,466.4000877963126,938.8503072870942,529.613432835821,679.6755926251101,453.75741878841086,683.4683933274805,506.8566286215979,792.195346795435,749.59587357331,,
labeled-data,part7,img0925.png,1146.1900790166817,224.92510974539073,519.1136962247588,113.66962247585593,938.8503072870942,467.6643546971027,936.3217734855139,525.8206321334504,679.6755926251101,457.5502194907814,682.2041264266904,501.7995610184372,792.195346795435,752.1244073748903,,
labeled-data,part7,img1048.png,1156.304214223003,198.37550482879715,498.8854258121161,84.59148375768223,938.8503072870942,441.1147497805092,931.2647058823534,505.59236172080773,670.8257243195787,431.0006145741879,678.4113257243198,475.24995610184374,794.7238805970153,728.1033362598771,,
labeled-data,part7,img1103.png,1149.982879719052,173.09016681299386,486.2427568042145,94.7056189640034,941.3788410886746,441.1147497805092,922.414837576822,499.27102721685696,673.3542581211591,422.1507462686567,678.4113257243198,480.30702370500444,799.780948200176,725.5748024582969,,
labeled-data,part7,img1187.png,1176.5324846356457,186.99710272168568,457.16461808604066,131.3693590869184,937.5860403863041,438.58621597892886,935.0575065847238,492.9496927129061,675.8827919227394,427.2078138718174,680.9398595259001,475.24995610184374,782.0812115891135,709.1393327480247,,
labeled-data,part7,img1349.png,1168.9468832309046,183.20430201931526,458.4288849868307,118.72669007901663,940.1145741878845,434.79341527655833,926.2076382791927,496.7424934152766,670.8257243195787,423.41501316944687,678.4113257243198,473.98568920105356,790.9310798946447,714.1964003511853,,
labeled-data,part7,img1519.png,1170.211150131695,186.99710272168568,458.4288849868307,119.9909569798067,941.3788410886746,439.85048287971904,932.5289727831434,501.7995610184372,672.089991220369,423.41501316944687,682.2041264266904,479.04275680421426,798.5166812993857,724.3105355575067,,
labeled-data,part7,img1752.png,1166.4183494293243,183.20430201931526,462.22168568920125,122.51949078138705,942.6431079894649,441.1147497805092,926.2076382791927,498.0067603160668,674.6185250219494,420.8864793678665,670.8257243195787,479.04275680421426,792.195346795435,712.9321334503951,,
labeled-data,part7,img2017.png,1175.2682177348556,194.58270412642673,468.54302019315213,111.14108867427558,938.8503072870942,441.1147497805092,923.6791044776123,495.47822651448644,682.2041264266904,427.2078138718174,672.089991220369,479.04275680421426,802.3094820017564,720.5177348551362,,
labeled-data,part7,img2301.png,1187.9108867427572,200.9040386303775,478.6571553994734,111.14108867427558,938.8503072870942,441.1147497805092,930.0004389815631,491.6854258121159,674.6185250219494,429.73634767339774,672.089991220369,481.5712906057946,794.7238805970153,720.5177348551362,,
labeled-data,part7,img2354.png,1171.475417032485,185.7328358208954,506.4710272168572,94.7056189640034,933.7932396839337,438.58621597892886,927.4719051799827,498.0067603160668,673.3542581211591,423.41501316944687,672.089991220369,479.04275680421426,794.7238805970153,720.5177348551362,,
labeled-data,part7,img2412.png,1156.304214223003,174.35443371378392,467.27875329236196,107.34828797190517,937.5860403863041,436.0576821773485,930.0004389815631,500.535294117647,678.4113257243198,424.67928007023704,674.6185250219494,481.5712906057946,795.9881474978054,719.253467954346,,
labeled-data,part7,img2508.png,1167.6826163301146,185.7328358208954,467.27875329236196,108.61255487269523,935.0575065847238,434.79341527655833,928.736172080773,498.0067603160668,684.7326602282708,423.41501316944687,672.089991220369,477.7784899034241,803.5737489025464,715.4606672519755,,
labeled-data,part7,img2522.png,1171.475417032485,181.94003511852497,467.27875329236196,109.87682177348552,943.9073748902549,436.0576821773485,927.4719051799827,500.535294117647,675.8827919227394,423.41501316944687,674.6185250219494,481.5712906057946,793.459613696225,714.1964003511853,,
