scorer,,,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel
bodyparts,,,Right ear,Right ear,Left ear,Left ear,Right eye upper,Right eye upper,Right eye down,Right eye down,Left eye upper,Left eye upper,Left eye down,Left eye down,Nose,Nose
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,M4,img002.png,1182.8629150390625,58.74053955078125,417.6957702636719,107.83889770507812,905.3548462250669,397.68761897888305,920.94482421875,459.4389343261719,645.3995361328125,456.5708923339844,636.314453125,500.838134765625,807.9919890936662,731.8690535952037
labeled-data,M4,img081.png,1187.7151672339237,60.31704406678182,414.1171875,107.6248779296875,901.1612548828125,405.4560546875,921.8650512695312,458.2919921875,648.1643676757812,457.35040283203125,635.8209838867188,492.2204895019531,812.0294144584395,743.5161321864325
labeled-data,M4,img149.png,1178.0401611328125,56.28066635131836,410.7211608886719,107.31330108642578,905.0452270507812,403.13641357421875,920.0234985351562,459.7282409667969,650.0831298828125,463.6782531738281,636.1868896484375,496.4594421386719,804.4845581054688,739.9195556640625
labeled-data,M4,img173.png,1186.105224609375,72.96460723876953,397.8207702636719,134.54476928710938,899.9822998046875,409.34259033203125,920.2031860351562,459.61431884765625,648.1653442382812,457.0216979980469,639.2030624371614,501.94331970335065,817.1544631519214,735.254235784544
labeled-data,M4,img179.png,1182.6146240234375,58.67740249633789,399.69403076171875,122.24686431884766,897.3587036132812,408.591064453125,919.6895141601562,456.9079284667969,647.3521728515625,459.1009826660156,637.2257080078125,493.9039306640625,800.20654296875,741.3709716796875
labeled-data,M4,img209.png,1176.6207275390625,56.58575439453125,410.6744689941406,112.51265716552734,899.7589111328125,408.82012939453125,920.1781616210938,459.144287109375,646.7586669921875,456.380126953125,630.0331024181944,498.06884765625,797.2664260473553,745.256329287999
labeled-data,M4,img221.png,1179.5792236328125,61.766048431396484,418.64118194279536,130.7913192730989,906.58056640625,405.40924072265625,927.4310913085938,458.2773742675781,649.1517944335938,457.7745666503906,638.6743774414062,495.204345703125,796.5723280916648,749.1486402880167
labeled-data,M4,img234.png,1180.40283203125,59.39565658569336,408.50213623046875,113.99703216552734,899.4413452148438,411.7994079589844,919.385986328125,458.2529296875,646.8944702148438,456.7945556640625,633.9158935546875,497.498046875,803.2072005822859,747.7235732449175
labeled-data,M4,img273.png,1177.52978515625,58.15874099731445,414.8172607421875,109.29701232910156,901.0283813476562,411.8043518066406,920.7220458984375,455.5597229003906,645.3662719726562,452.523681640625,636.2449951171875,495.2117004394531,799.6190459808361,752.0547591568012
labeled-data,M4,img280.png,1175.8819580078125,59.12380599975586,409.70843505859375,119.421875,903.5419921875,410.8376770019531,921.6921997070312,455.83721923828125,646.1832885742188,458.566650390625,631.4996948242188,502.6114196777344,806.0003662109375,740.8140869140625
labeled-data,M4,img288.png,1176.626220703125,57.328956604003906,410.8925476074219,115.02618408203125,902.8262329101562,410.863525390625,920.4979248046875,458.4794006347656,648.63427734375,461.6108093261719,636.3678588867188,494.93975830078125,811.1380004882812,741.118408203125
labeled-data,M4,img300.png,1176.640625,56.969730377197266,422.1630935638891,117.19434356689453,900.35009765625,410.6617126464844,918.0269775390625,459.1594543457031,649.012939453125,457.4959716796875,636.3522338867188,492.5020446777344,795.9993300447898,753.9313154571121
labeled-data,M4,img308.png,1179.4515380859375,55.724910736083984,406.76104736328125,114.6636962890625,900.0579833984375,409.8959655761719,920.3446655273438,459.38818359375,649.5528564453125,459.07293701171875,635.368408203125,496.7510986328125,789.8593230828499,730.866867011332
labeled-data,M4,img321.png,1177.9981689453125,58.16756820678711,413.8852844238281,109.7088394165039,898.9859619140625,407.9320068359375,922.5125732421875,460.2193603515625,648.648681640625,456.7169189453125,635.0191650390625,492.5601501464844,811.2818603515625,734.9916381835938
labeled-data,M4,img409.png,1179.5047607421875,59.74143981933594,415.61480712890625,108.9552230834961,900.1845092773438,408.21929931640625,922.0859375,460.1830749511719,644.7494506835938,454.78680419921875,638.3165893554688,495.66448974609375,813.861328125,735.07373046875
labeled-data,M4,img411.png,1179.6938064569183,68.46791763065198,415.60919189453125,108.85270690917969,900.331787109375,406.0406494140625,921.4024658203125,460.3974304199219,645.4634399414062,457.6083984375,640.3576049804688,491.8514404296875,795.4872223850105,740.9472990266333
labeled-data,M4,img425.png,1182.103271484375,60.98625183105469,415.6032409667969,108.6789321899414,898.0853271484375,408.9712829589844,922.0929565429688,458.5723876953125,646.7630615234375,457.7886047363281,637.2510986328125,496.7266540527344,810.7736206054688,735.7295532226562
labeled-data,M4,img451.png,1189.6751708984375,63.318336486816406,415.20758056640625,96.26800537109375,901.9365234375,402.95025634765625,916.9606323242188,460.1985778808594,647.526611328125,457.40118408203125,635.5533447265625,494.161865234375,800.3377349456798,727.9933120192574
labeled-data,M4,img452.png,1194.0751953125,66.22383880615234,410.3055725097656,95.46587371826172,901.9234008789062,403.355224609375,917.77685546875,460.80926513671875,639.1462967586151,454.68651274372485,637.244140625,494.2837829589844,804.4529479571731,725.6643432088233
labeled-data,M4,img454.png,1197.1485595703125,66.0845947265625,410.9296569824219,88.42093658447266,904.9533081054688,403.2280578613281,919.4273071289062,460.4158630371094,648.4664306640625,456.74383544921875,636.9644775390625,494.69891357421875,813.8419433160968,735.4040770931376
labeled-data,M4,img478.png,1185.476806640625,62.38508224487305,422.44209900022554,111.4849716174499,898.476806640625,402.8324279785156,918.1434936523438,460.53509521484375,645.8594360351562,449.6900939941406,634.7390747070312,491.458984375,793.7417555867078,719.1398512285222
labeled-data,M4,img487.png,1184.650390625,59.871158599853516,410.3862609863281,110.5774154663086,900.4658203125,400.59588623046875,921.1036376953125,459.5141296386719,644.3057861328125,451.93719482421875,635.693115234375,496.0657958984375,804.4096129962356,728.8399306716011
labeled-data,M4,img504.png,1183.6885986328125,61.433231353759766,413.3898010253906,103.57361602783203,900.4384765625,402.89398193359375,918.2088623046875,459.29046630859375,645.4893798828125,451.95025634765625,633.72314453125,494.439208984375,808.0242568554979,743.0855025674086
labeled-data,M4,img548.png,1186.3399658203125,65.59086608886719,424.273193359375,99.78038024902344,898.1119995117188,408.8887939453125,921.4721069335938,458.64434814453125,646.2459106445312,456.7252197265625,633.8597412109375,500.0962219238281,813.4688354059406,737.9290297902905
labeled-data,M4,img614.png,1185.973388671875,66.31230926513672,427.3631896972656,93.79549407958984,900.5505981445312,404.1597595214844,923.4156494140625,461.71466064453125,646.0166625976562,453.54656982421875,637.115315245981,498.1447448730469,807.6087295117477,736.7531066341534
