scorer,,,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel
bodyparts,,,Right ear,Right ear,Left ear,Left ear,Right eye upper,Right eye upper,Right eye down,Right eye down,Left eye upper,Left eye upper,Left eye down,Left eye down,Nose,Nose,Whisker,Whisker
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,20221112_163644,img0041.png,711.5641888245243,259.95125031482746,547.9829764829767,226.3585468585468,649.0710775710777,250.57757107757106,649.0710775710777,264.26658476658474,586.9440154440156,255.8425763425763,584.8380133380135,267.4255879255878,620.6400491400493,312.7046332046331,,
labeled-data,20221112_163644,img0189.png,715.4101439101441,255.8425763425763,549.0359775359777,224.25254475254474,649.0710775710777,247.41856791856787,650.1240786240787,262.1605826605826,587.9970164970166,252.68357318357312,583.7850122850125,265.31958581958577,621.6930501930503,315.8636363636363,,
labeled-data,20221112_163644,img0391.png,711.1981396981398,254.78957528957528,542.7179712179714,210.56353106353106,649.0710775710777,248.4715689715689,650.1240786240787,260.0545805545805,587.9970164970166,251.6305721305721,586.9440154440156,263.2135837135836,622.7460512460514,308.49262899262897,,
labeled-data,20221112_163644,img0525.png,708.0391365391367,253.73657423657414,545.8769743769745,204.24552474552468,648.0180765180767,247.41856791856787,652.230080730081,259.0015795015795,589.0500175500176,253.73657423657414,583.7850122850125,265.31958581958577,625.9050544050547,311.6516321516321,,
labeled-data,20221112_163644,img1241.png,711.1981396981398,251.6305721305721,537.4529659529661,213.72253422253414,648.0180765180767,245.3125658125657,650.124078624079,257.9485784485785,585.8910143910146,250.57757107757106,583.7850122850125,262.1605826605826,620.6400491400493,310.598631098631,,
labeled-data,20221112_163644,img1996.png,720.6751491751493,248.4715689715689,540.6119691119693,207.40452790452787,651.1770796770797,244.25956475956468,652.230080730081,256.89557739557733,586.9440154440156,248.4715689715689,586.9440154440156,259.0015795015795,619.5870480870483,302.1746226746226,,
labeled-data,20221112_163644,img2138.png,720.6751491751493,246.36556686556685,561.6719901719904,208.4575289575289,648.0180765180767,244.25956475956468,649.0710775710777,257.94857844857836,585.8910143910146,247.41856791856787,584.8380133380136,259.0015795015794,621.6930501930503,303.2276237276236,,
labeled-data,20221112_163644,img2558.png,718.5691470691472,249.52457002456993,554.300982800983,207.40452790452787,650.124078624079,244.25956475956468,649.0710775710777,256.89557739557733,586.9440154440156,247.41856791856787,586.9440154440156,261.10758160758155,619.8336259877087,306.8179982440737,,
labeled-data,20221112_163644,img3370.png,721.8178226514488,247.8188762071993,545.6633011413521,209.0480245829675,650.1760316066727,241.91896400351186,650.1760316066727,255.40447761194025,585.2769973661107,246.1331870061457,585.2769973661107,262.14723441615445,616.4622475856015,307.66084284460055,,
labeled-data,20221112_163644,img3645.png,724.3463564530291,247.8188762071993,542.2919227392451,206.51949078138716,649.3331870061459,241.91896400351186,650.1760316066727,256.247322212467,584.434152765584,247.8188762071993,585.2769973661107,259.6187006145741,624.8906935908692,306.8179982440737,,
labeled-data,20221112_163644,img4021.png,721.8178226514488,249.5045654082528,538.0776997366111,204.83380158033356,649.3331870061459,241.076119402985,648.490342405619,255.40447761194025,586.9626865671644,246.1331870061457,584.434152765584,259.6187006145741,622.3621597892889,301.7609306409131,,
labeled-data,20221112_163644,img4404.png,724.3463564530291,248.66172080772594,538.9205443371379,208.20517998244065,651.0188762071994,241.076119402985,650.1760316066727,255.40447761194025,585.2769973661107,246.97603160667245,584.434152765584,258.77585601404735,620.6764705882354,305.97515364354695,,
labeled-data,20221112_163644,img4911.png,724.3463564530291,244.4474978050921,536.3920105355576,210.733713784021,650.1760316066727,240.23327480245825,650.1760316066727,253.71878841088676,587.805531167691,245.29034240561896,585.2769973661107,257.9330114135206,621.5193151887622,306.8179982440737,,
labeled-data,20221112_163644,img5406.png,723.5035118525022,245.29034240561896,535.5491659350307,207.3623353819139,651.0188762071994,241.076119402985,650.1760316066727,253.71878841088676,585.2769973661107,243.60465320456535,583.5913081650572,257.09016681299386,620.6764705882354,302.60377524143985,,
labeled-data,20221112_163644,img6249.png,726.0320456540826,246.97603160667245,535.5491659350307,203.14811237928006,651.0188762071994,241.076119402985,651.8617208077262,255.40447761194025,586.1198419666375,244.4474978050921,586.1198419666375,257.09016681299386,623.2050043898157,302.60377524143985,,
labeled-data,20221112_163644,img6600.png,726.0320456540826,244.4474978050921,538.9205443371379,212.4194029850746,651.0188762071994,238.54758560140465,651.0188762071994,252.03309920983315,586.9626865671644,242.7618086040386,586.1198419666375,257.09016681299386,621.5193151887622,303.4466198419666,,
labeled-data,20221112_163644,img6624.png,723.5035118525022,245.29034240561896,539.7633889376648,209.89086918349426,651.0188762071994,239.3904302019315,651.0188762071994,255.40447761194025,586.1198419666375,246.97603160667245,584.434152765584,257.09016681299386,620.6764705882354,303.4466198419666,,
labeled-data,20221112_163644,img6753.png,726.8748902546095,244.4474978050921,538.9205443371379,207.3623353819139,649.3331870061459,239.3904302019315,651.0188762071994,254.5616330114135,585.2769973661107,245.29034240561896,583.5913081650572,256.247322212467,623.2050043898157,304.28946444249334,,
labeled-data,20221112_163644,img7258.png,726.0320456540826,244.4474978050921,531.3349429323969,212.4194029850746,650.1760316066727,240.23327480245825,651.0188762071994,254.5616330114135,586.9626865671644,243.60465320456535,585.2769973661107,256.247322212467,622.3621597892889,302.60377524143985,,
labeled-data,20221112_163644,img7313.png,726.8748902546095,241.91896400351186,532.1777875329237,210.733713784021,650.1760316066725,241.076119402985,651.0188762071994,254.5616330114135,587.805531167691,245.29034240561896,585.2769973661107,257.09016681299386,618.147936786655,302.60377524143985,,
labeled-data,20221112_163644,img7411.png,724.3463564530291,242.7618086040386,535.5491659350307,203.9909569798068,650.1760316066725,240.23327480245825,651.8617208077262,252.8759438103599,586.1198419666375,243.60465320456535,585.2769973661107,257.09016681299386,618.9907813871819,302.60377524143985,,
labeled-data,20221112_163644,img7640.png,726.8748902546095,241.91896400351186,536.3920105355576,204.83380158033356,650.1760316066727,240.23327480245825,651.0188762071994,252.03309920983315,586.9626865671644,243.60465320456535,586.1198419666373,255.40447761194025,621.5193151887622,302.60377524143985,,
labeled-data,20221112_163644,img8345.png,720.9749780509219,243.60465320456535,536.3920105355576,206.51949078138716,651.8617208077262,240.23327480245825,651.8617208077262,251.1902546093064,585.2769973661107,245.29034240561896,583.5913081650572,256.247322212467,618.9907813871819,304.28946444249334,,
labeled-data,20221112_163644,img8722.png,726.8748902546095,242.7618086040386,533.0206321334506,203.9909569798068,650.1760316066727,238.54758560140465,651.8617208077262,251.1902546093064,586.9626865671644,244.4474978050921,585.2769973661107,255.40447761194025,619.8336259877087,303.4466198419666,,
labeled-data,20221112_163644,img8901.png,724.3463564530291,242.7618086040386,533.8634767339772,206.51949078138716,651.0188762071994,238.54758560140465,652.7045654082531,252.03309920983315,587.805531167691,243.60465320456535,585.2769973661107,256.247322212467,619.8336259877087,304.28946444249334,,
