scorer,,,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel
bodyparts,,,Right ear,Right ear,Left ear,Left ear,Right eye upper,Right eye upper,Right eye down,Right eye down,Left eye upper,Left eye upper,Left eye down,Left eye down,Nose,Nose,Whisker,Whisker
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,20221112_165340,img0332.png,668.7186128182618,196.40535557506576,472.33582089552243,211.57655838454775,608.8766461808605,240.23327480245825,610.562335381914,254.5616330114135,537.2348551360844,242.7618086040386,535.5491659350307,256.2473222124671,572.6343283582091,301.7609306409131,,
labeled-data,20221112_165340,img0446.png,667.875768217735,196.40535557506576,475.70719929762953,214.1050921861281,608.8766461808605,241.91896400351186,610.562335381914,256.247322212467,534.7063213345041,242.7618086040386,535.5491659350307,258.77585601404735,574.3200175592626,305.97515364354695,,
labeled-data,20221112_165340,img0601.png,669.5614574187885,203.14811237928006,477.39288849868313,209.0480245829675,608.0338015803338,243.60465320456535,611.4051799824408,257.09016681299386,537.2348551360844,243.60465320456535,534.7063213345041,258.77585601404735,574.3200175592626,304.28946444249334,,
labeled-data,20221112_165340,img0670.png,672.0899912203688,203.9909569798068,476.5500438981563,214.94793678665485,608.8766461808605,241.076119402985,608.8766461808605,256.247322212467,535.5491659350307,241.076119402985,535.5491659350307,255.40447761194025,570.9486391571554,305.97515364354695,,
labeled-data,20221112_165340,img0909.png,669.5614574187885,208.20517998244065,476.5500438981564,209.89086918349426,610.562335381914,240.23327480245825,610.562335381914,256.247322212467,533.8634767339772,241.91896400351186,533.0206321334506,256.247322212467,576.0057067603161,304.28946444249334,,
labeled-data,20221112_165340,img1094.png,671.2471466198422,211.57655838454775,474.02151009657604,206.51949078138716,608.8766461808605,240.23327480245825,609.7194907813873,254.5616330114135,533.8634767339772,241.91896400351186,533.8634767339772,255.40447761194025,575.1628621597895,303.4466198419666,,
labeled-data,20221112_165340,img1236.png,665.3472344161546,211.57655838454775,475.70719929762953,210.73371378402112,608.0338015803338,240.23327480245825,610.562335381914,256.247322212467,536.3920105355576,243.60465320456535,533.0206321334506,256.247322212467,574.3200175592626,300.91808604038624,,
labeled-data,20221112_165340,img1840.png,664.5043898156277,208.20517998244065,469.8072870939422,201.46242317822646,610.562335381914,239.3904302019315,610.562335381914,252.8759438103599,535.5491659350307,241.076119402985,535.5491659350309,254.5616330114135,576.848551360843,301.7609306409131,,
labeled-data,20221112_165340,img2328.png,663.6615452151011,213.26224758560136,475.70719929762953,193.87682177348552,610.562335381914,241.076119402985,610.562335381914,254.5616330114135,534.7063213345041,239.3904302019315,533.8634767339772,252.03309920983315,571.7914837576823,291.6467954345917,,
labeled-data,20221112_165340,img2764.png,672.9328358208957,209.0480245829675,481.607111501317,209.89086918349426,608.0338015803338,241.076119402985,608.8766461808605,255.40447761194025,535.5491659350307,240.23327480245825,535.5491659350307,252.87594381036,570.9486391571554,295.0181738366988,,
labeled-data,20221112_165340,img3108.png,668.7186128182618,193.03397717295866,472.33582089552243,212.4194029850746,608.8766461808605,239.3904302019315,609.7194907813873,252.8759438103599,537.2348551360844,241.076119402985,534.7063213345041,254.5616330114135,572.6343283582091,297.54670763827914,,
labeled-data,20221112_165340,img3570.png,670.4043020193153,199.77673397717297,463.0645302897279,214.1050921861281,609.7194907813873,238.54758560140465,610.562335381914,253.71878841088676,536.3920105355576,241.076119402985,535.5491659350307,254.5616330114135,574.3200175592626,300.0752414398595,,
labeled-data,20221112_165340,img3861.png,676.3042142230026,203.14811237928006,484.13564530289733,201.46242317822646,608.0338015803338,240.23327480245825,610.562335381914,254.5616330114135,536.3920105355576,237.7047410008779,535.5491659350307,251.1902546093064,570.9486391571554,295.0181738366988,,
labeled-data,20221112_165340,img4182.png,674.6185250219492,199.77673397717297,468.96444249341533,211.57655838454775,610.562335381914,240.23327480245825,608.8766461808605,253.71878841088676,538.0776997366111,240.23327480245825,535.5491659350307,253.71878841088676,572.6343283582091,301.7609306409131,,
labeled-data,20221112_165340,img4596.png,672.9328358208957,204.83380158033356,473.1786654960493,209.89086918349426,608.8766461808605,237.7047410008779,610.562335381914,253.71878841088676,534.7063213345041,239.3904302019315,533.0206321334506,255.40447761194025,572.6343283582091,300.91808604038624,,
labeled-data,20221112_165340,img4990.png,672.9328358208957,194.71966637401226,476.5500438981564,209.89086918349426,608.0338015803338,236.86189640035116,609.7194907813873,251.1902546093064,535.5491659350307,238.54758560140465,533.0206321334506,252.03309920983315,574.3200175592626,300.91808604038624,,
labeled-data,20221112_165340,img5263.png,672.0899912203688,193.87682177348552,475.70719929762953,209.89086918349426,608.8766461808605,236.86189640035116,609.7194907813873,252.03309920983315,533.0206321334506,239.3904302019315,533.0206321334506,254.5616330114135,575.1628621597895,295.86101843722565,,
labeled-data,20221112_165340,img6028.png,668.7186128182618,187.97690956979807,484.13564530289733,206.51949078138716,609.7194907813873,238.54758560140465,609.7194907813873,252.8759438103599,533.8634767339772,239.3904302019315,533.0206321334506,252.03309920983315,574.3200175592626,300.0752414398595,,
labeled-data,20221112_165340,img6349.png,672.0899912203688,186.29122036874446,475.70719929762953,203.9909569798068,608.0338015803338,239.3904302019315,608.0338015803338,252.8759438103599,534.7063213345041,239.3904302019315,535.5491659350307,253.71878841088676,575.1628621597895,296.7038630377524,,
labeled-data,20221112_165340,img7081.png,672.9328358208957,185.44837576821772,482.44995610184384,205.67664618086042,608.8766461808605,236.86189640035116,612.2480245829677,251.1902546093064,534.7063213345041,238.54758560140465,533.8634767339772,250.34741000877955,576.0057067603161,298.3895522388059,,
labeled-data,20221112_165340,img7713.png,671.2471466198419,187.13406496927132,483.2928007023706,205.6766461808603,611.4051799824408,238.54758560140465,613.0908691834943,252.03309920983315,535.5491659350307,239.3904302019315,534.7063213345041,252.03309920983315,572.6343283582091,300.91808604038624,,
labeled-data,20221112_165340,img7919.png,674.6185250219492,189.66259877085156,476.5500438981564,205.6766461808603,609.7194907813873,237.7047410008779,610.562335381914,252.03309920983315,536.3920105355576,237.7047410008779,533.8634767339772,251.1902546093064,576.848551360843,298.3895522388059,,
labeled-data,20221112_165340,img8077.png,675.4613696224758,189.66259877085156,478.2357330992099,205.6766461808603,609.7194907813873,239.3904302019315,612.2480245829677,251.1902546093064,534.7063213345041,238.54758560140465,532.1777875329237,249.5045654082528,572.6343283582091,300.91808604038624,,
labeled-data,20221112_165340,img8359.png,670.4043020193153,198.09104477611936,468.1215978928886,209.0480245829675,607.190956979807,236.86189640035116,607.190956979807,249.5045654082528,535.5491659350307,240.23327480245825,533.0206321334506,252.03309920983315,575.1628621597895,299.23239683933275,,
labeled-data,20221112_165340,img8933.png,672.9328358208957,198.9338893766461,474.02151009657604,208.20517998244065,608.8766461808605,236.0190517998244,609.7194907813873,250.34741000877955,535.5491659350307,239.3904302019315,534.7063213345041,252.03309920983315,572.6343283582091,300.0752414398595,,
