scorer,,,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel,Homelabel
bodyparts,,,Right ear,Right ear,Left ear,Left ear,Right eye upper,Right eye upper,Right eye down,Right eye down,Left eye upper,Left eye upper,Left eye down,Left eye down,Nose,Nose,Whisker,Whisker
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,part4,img0020.png,1228.3674275680426,313.42379280070236,505.206760316067,226.1893766461808,971.7212467076386,556.1630377524144,967.9284460052681,613.0550482879719,713.8107989464445,547.3131694468833,713.8107989464445,596.6195785776997,,,,
labeled-data,part4,img0164.png,1241.0100965759443,265.381650570676,541.8705004389817,267.91018437225637,1056.4271290605798,540.9918349429324,1061.4841966637405,592.8267778753293,806.1022827041268,582.7126426690079,808.6308165057071,630.7547848990342,985.6281826163304,824.1876207199298,,
labeled-data,part4,img0569.png,1232.160228270413,257.79604916593496,539.3419666374014,266.6459174714662,1057.69139596137,539.7275680421423,1062.7484635645308,590.298244073749,806.1022827041268,580.1841088674275,811.1593503072875,630.7547848990342,974.2497805092189,833.037489025461,,
labeled-data,part4,img0700.png,1235.9530289727834,256.5317822651449,545.6633011413523,262.85311676909566,1057.69139596137,540.9918349429324,1061.4841966637405,591.5625109745391,797.2524143985956,578.9198419666375,803.5737489025464,630.7547848990342,975.5140474100092,834.3017559262512,,
labeled-data,part4,img0899.png,1211.9319578577704,242.62484635645296,,,1032.4060579455668,510.64942932396843,1036.1988586479372,562.4843722563653,785.8740122914842,548.5774363476734,784.6097453906939,591.5625109745391,950.2287093942059,796.3737489025461,,
labeled-data,part4,img0946.png,,,,,932.5289727831434,475.24995610184374,930.0004389815631,533.4062335381914,,,,,793.459613696225,762.2385425812116,,
labeled-data,part4,img0968.png,1148.718612818262,247.68191395961367,497.62115891132595,89.6485513608427,933.7932396839337,468.92862159789286,923.6791044776123,533.4062335381914,674.6185250219494,451.2288849868305,667.0329236172083,505.59236172080773,784.6097453906939,754.6529411764707,,
labeled-data,part4,img1013.png,1134.8116769095702,272.96725197541696,522.9064969271294,82.06294995610187,931.2647058823534,471.4571553994732,917.3577699736616,524.5563652326603,679.6755926251101,452.4931518876207,674.6185250219494,503.0638279192274,795.9881474978054,747.0673397717296,,
labeled-data,part4,img1043.png,1133.54741000878,200.9040386303775,490.035557506585,111.14108867427558,927.4719051799827,472.7214223002634,918.6220368744516,528.3491659350308,679.6755926251101,455.02168568920104,674.6185250219494,503.0638279192274,787.1382791922742,757.181474978051,,
labeled-data,part4,img1088.png,1151.2471466198424,203.43257243195785,502.67822651448665,160.4474978050921,1023.5561896400354,444.90755048287974,1023.5561896400354,506.8566286215979,771.9670763827924,482.8355575065848,770.7028094820021,534.6705004389815,930.0004389815631,758.4457418788411,,
labeled-data,part4,img1097.png,1134.8116769095702,214.81097453906932,,,1009.6492537313436,456.2859525899912,1013.4420544337142,510.64942932396843,,,,,928.736172080773,762.2385425812116,,
labeled-data,part4,img1169.png,1144.9258121158916,212.28244073748897,641.747585601405,121.25522388059699,1053.8985952589994,442.3790166812994,1064.0127304653208,498.0067603160668,802.3094820017564,484.09982440737485,806.1022827041268,538.4633011413521,979.3068481123796,743.2745390693591,,
labeled-data,part4,img1202.png,1147.4543459174718,214.81097453906932,639.2190517998247,125.0480245829674,1052.6343283582094,437.3219490781387,1058.9556628621601,495.47822651448644,807.3665496049168,490.42115891132573,807.3665496049168,540.9918349429324,983.0996488147503,736.9532045654083,,
labeled-data,part4,img1251.png,1152.5114135206325,212.28244073748897,641.747585601405,123.78375768217734,1061.4841966637405,441.1147497805092,1069.0697980684815,491.6854258121159,,,,,988.1567164179107,734.424670763828,,
labeled-data,part4,img1274.png,1152.5114135206325,216.07524143985938,636.6905179982443,122.51949078138705,1053.8985952589994,441.1147497805092,1060.2199297629504,494.21395961369626,804.8380158033367,486.6283582089552,809.8950834064972,538.4633011413521,971.7212467076386,740.7460052677789,,
labeled-data,part4,img1404.png,1167.6826163301146,213.54670763827926,644.2761194029854,121.25522388059699,1067.8055311676912,437.3219490781387,1077.9196663740126,487.8926251097454,814.9521510096579,485.36409130816503,821.2734855136089,532.1419666374012,984.3639157155403,726.8390693590869,,
labeled-data,part4,img1436.png,1186.646619841967,200.9040386303775,588.6483757682179,141.48349429323957,1062.7484635645308,439.85048287971904,1066.5412642669012,499.27102721685696,808.6308165057071,484.09982440737485,809.8950834064972,537.1990342405619,986.8924495171207,747.0673397717296,,
labeled-data,part4,img1446.png,1196.7607550482883,198.37550482879715,579.7985074626868,152.86189640035104,1066.5412642669012,439.85048287971904,1079.183933274803,498.0067603160668,818.7449517120285,482.8355575065848,823.802019315189,539.7275680421423,995.742317822652,744.5388059701493,,
labeled-data,part4,img1459.png,1191.7036874451278,221.1323090430201,588.6483757682179,140.2192273924495,1039.9916593503076,455.02168568920104,1046.3129938542586,511.9136962247586,779.5526777875332,475.24995610184374,784.6097453906939,530.8776997366111,930.0004389815631,754.6529411764707,,
labeled-data,part4,img1496.png,1191.7036874451278,204.6968393327479,520.3779631255491,103.55548726953452,967.9284460052681,447.4360842844601,964.1356453028977,511.9136962247586,706.2251975417037,439.85048287971904,712.5465320456544,486.6283582089552,804.8380158033367,706.6107989464443,,
labeled-data,part4,img1628.png,1192.9679543459179,193.31843722563644,520.3779631255491,118.72669007901663,967.9284460052681,461.3430201931519,961.6071115013174,522.0278314310799,721.3964003511855,458.81448639157156,713.8107989464445,501.7995610184372,803.5737489025464,725.5748024582969,,
labeled-data,part4,img1750.png,1195.4964881474982,188.26136962247574,522.9064969271294,123.78375768217734,978.0425812115895,463.87155399473227,972.9855136084288,518.2350307287094,712.5465320456544,451.2288849868305,720.1321334503955,496.7424934152766,826.3305531167694,723.0462686567165,,
labeled-data,part4,img1933.png,1204.3463564530293,185.7328358208954,526.6992976294998,132.63362598770846,981.83538191396,465.13582089552244,966.6641791044781,523.2920983318701,723.9249341527659,463.87155399473227,720.1321334503955,509.38516242317826,826.3305531167694,730.6318700614574,,
labeled-data,part4,img2132.png,1192.9679543459179,183.20430201931526,519.1136962247588,135.1621597892888,978.0425812115895,465.13582089552244,961.6071115013174,515.706496927129,715.0750658472348,461.3430201931519,718.8678665496052,515.706496927129,825.0662862159793,729.3676031606673,,
labeled-data,part4,img2143.png,1192.9679543459179,179.41150131694462,517.8494293239687,135.1621597892888,976.7783143107993,468.92862159789286,967.9284460052681,523.2920983318701,718.8678665496052,466.4000877963126,716.3393327480248,515.706496927129,837.708955223881,739.4817383669887,,
